Reaction Type,Category,,,Reaction Type,Animals,Science,Healthy Eating,Technology,Food
super love,dogs,,,,,,,,
cherish,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
adore,dogs,,,,,,,,
hate,dogs,,,,,,,,
hate,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
scared,technology,,,,,,,,
cherish,technology,,,,,,,,
super love,technology,,,,,,,,
scared,technology,,,,,,,,
peeking,technology,,,,,,,,
worried,technology,,,,,,,,
want,technology,,,,,,,,
peeking,technology,,,,,,,,
disgust,technology,,,,,,,,
like,technology,,,,,,,,
scared,technology,,,,,,,,
interested,technology,,,,,,,,
intrigued,technology,,,,,,,,
like,technology,,,,,,,,
hate,technology,,,,,,,,
disgust,technology,,,,,,,,
adore,technology,,,,,,,,
interested,technology,,,,,,,,
like,technology,,,,,,,,
interested,technology,,,,,,,,
peeking,technology,,,,,,,,
worried,technology,,,,,,,,
hate,technology,,,,,,,,
interested,technology,,,,,,,,
hate,technology,,,,,,,,
like,technology,,,,,,,,
cherish,technology,,,,,,,,
interested,technology,,,,,,,,
scared,technology,,,,,,,,
dislike,technology,,,,,,,,
worried,technology,,,,,,,,
hate,technology,,,,,,,,
dislike,technology,,,,,,,,
dislike,technology,,,,,,,,
hate,technology,,,,,,,,
peeking,technology,,,,,,,,
love,technology,,,,,,,,
heart,technology,,,,,,,,
dislike,technology,,,,,,,,
intrigued,technology,,,,,,,,
adore,technology,,,,,,,,
like,technology,,,,,,,,
want,technology,,,,,,,,
super love,technology,,,,,,,,
dislike,veganism,,,,,,,,
want,veganism,,,,,,,,
hate,veganism,,,,,,,,
heart,veganism,,,,,,,,
heart,veganism,,,,,,,,
hate,veganism,,,,,,,,
cherish,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
like,veganism,,,,,,,,
scared,veganism,,,,,,,,
love,veganism,,,,,,,,
interested,veganism,,,,,,,,
heart,veganism,,,,,,,,
want,veganism,,,,,,,,
hate,veganism,,,,,,,,
love,veganism,,,,,,,,
interested,veganism,,,,,,,,
love,veganism,,,,,,,,
scared,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
scared,veganism,,,,,,,,
like,veganism,,,,,,,,
heart,veganism,,,,,,,,
scared,veganism,,,,,,,,
interested,veganism,,,,,,,,
worried,veganism,,,,,,,,
peeking,veganism,,,,,,,,
peeking,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
scared,veganism,,,,,,,,
disgust,veganism,,,,,,,,
dislike,veganism,,,,,,,,
worried,veganism,,,,,,,,
scared,veganism,,,,,,,,
hate,veganism,,,,,,,,
interested,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
disgust,veganism,,,,,,,,
love,veganism,,,,,,,,
want,veganism,,,,,,,,
interested,veganism,,,,,,,,
super love,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
peeking,veganism,,,,,,,,
interested,veganism,,,,,,,,
love,veganism,,,,,,,,
love,travel,,,,,,,,
peeking,travel,,,,,,,,
like,travel,,,,,,,,
scared,travel,,,,,,,,
heart,travel,,,,,,,,
want,travel,,,,,,,,
love,travel,,,,,,,,
scared,travel,,,,,,,,
love,travel,,,,,,,,
love,travel,,,,,,,,
cherish,travel,,,,,,,,
worried,travel,,,,,,,,
worried,travel,,,,,,,,
heart,travel,,,,,,,,
worried,travel,,,,,,,,
intrigued,travel,,,,,,,,
cherish,travel,,,,,,,,
intrigued,travel,,,,,,,,
indifferent,travel,,,,,,,,
dislike,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
worried,fitness,,,,,,,,
super love,fitness,,,,,,,,
dislike,fitness,,,,,,,,
love,fitness,,,,,,,,
cherish,fitness,,,,,,,,
like,fitness,,,,,,,,
hate,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
like,fitness,,,,,,,,
disgust,fitness,,,,,,,,
heart,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
cherish,fitness,,,,,,,,
heart,fitness,,,,,,,,
interested,fitness,,,,,,,,
want,fitness,,,,,,,,
love,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
adore,fitness,,,,,,,,
love,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
heart,fitness,,,,,,,,
super love,fitness,,,,,,,,
dislike,fitness,,,,,,,,
hate,fitness,,,,,,,,
cherish,fitness,,,,,,,,
heart,fitness,,,,,,,,
want,fitness,,,,,,,,
love,fitness,,,,,,,,
adore,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
dislike,fitness,,,,,,,,
adore,fitness,,,,,,,,
worried,fitness,,,,,,,,
disgust,fitness,,,,,,,,
worried,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
interested,fitness,,,,,,,,
adore,fitness,,,,,,,,
cherish,travel,,,,,,,,
dislike,travel,,,,,,,,
like,travel,,,,,,,,
scared,travel,,,,,,,,
adore,travel,,,,,,,,
want,travel,,,,,,,,
super love,travel,,,,,,,,
scared,travel,,,,,,,,
want,travel,,,,,,,,
indifferent,travel,,,,,,,,
interested,travel,,,,,,,,
like,travel,,,,,,,,
intrigued,travel,,,,,,,,
indifferent,travel,,,,,,,,
want,travel,,,,,,,,
super love,travel,,,,,,,,
hate,travel,,,,,,,,
dislike,travel,,,,,,,,
heart,travel,,,,,,,,
worried,travel,,,,,,,,
peeking,travel,,,,,,,,
indifferent,travel,,,,,,,,
scared,travel,,,,,,,,
adore,travel,,,,,,,,
adore,travel,,,,,,,,
worried,travel,,,,,,,,
worried,travel,,,,,,,,
scared,travel,,,,,,,,
adore,travel,,,,,,,,
intrigued,travel,,,,,,,,
love,travel,,,,,,,,
interested,travel,,,,,,,,
scared,travel,,,,,,,,
scared,travel,,,,,,,,
adore,travel,,,,,,,,
cherish,travel,,,,,,,,
disgust,travel,,,,,,,,
love,travel,,,,,,,,
adore,travel,,,,,,,,
super love,travel,,,,,,,,
scared,travel,,,,,,,,
indifferent,travel,,,,,,,,
intrigued,travel,,,,,,,,
peeking,travel,,,,,,,,
super love,travel,,,,,,,,
peeking,travel,,,,,,,,
peeking,travel,,,,,,,,
intrigued,travel,,,,,,,,
want,travel,,,,,,,,
like,travel,,,,,,,,
heart,travel,,,,,,,,
indifferent,travel,,,,,,,,
dislike,travel,,,,,,,,
super love,travel,,,,,,,,
cherish,travel,,,,,,,,
cherish,travel,,,,,,,,
scared,travel,,,,,,,,
intrigued,travel,,,,,,,,
scared,travel,,,,,,,,
like,travel,,,,,,,,
hate,travel,,,,,,,,
want,travel,,,,,,,,
disgust,travel,,,,,,,,
hate,travel,,,,,,,,
cherish,travel,,,,,,,,
dislike,travel,,,,,,,,
super love,travel,,,,,,,,
worried,travel,,,,,,,,
indifferent,travel,,,,,,,,
scared,travel,,,,,,,,
worried,travel,,,,,,,,
love,travel,,,,,,,,
intrigued,travel,,,,,,,,
interested,travel,,,,,,,,
like,Soccer,,,,,,,,
dislike,Soccer,,,,,,,,
love,Soccer,,,,,,,,
hate,Soccer,,,,,,,,
like,Soccer,,,,,,,,
love,Soccer,,,,,,,,
want,science,,,,,,,,
indifferent,science,,,,,,,,
peeking,science,,,,,,,,
super love,science,,,,,,,,
interested,science,,,,,,,,
dislike,science,,,,,,,,
heart,science,,,,,,,,
love,science,,,,,,,,
disgust,science,,,,,,,,
disgust,science,,,,,,,,
like,science,,,,,,,,
interested,science,,,,,,,,
adore,science,,,,,,,,
adore,science,,,,,,,,
super love,science,,,,,,,,
dislike,science,,,,,,,,
peeking,science,,,,,,,,
dislike,science,,,,,,,,
adore,science,,,,,,,,
hate,science,,,,,,,,
disgust,travel,,,,,,,,
worried,travel,,,,,,,,
disgust,travel,,,,,,,,
hate,travel,,,,,,,,
intrigued,travel,,,,,,,,
cherish,travel,,,,,,,,
want,travel,,,,,,,,
disgust,travel,,,,,,,,
adore,travel,,,,,,,,
want,travel,,,,,,,,
heart,travel,,,,,,,,
love,travel,,,,,,,,
adore,travel,,,,,,,,
intrigued,travel,,,,,,,,
peeking,travel,,,,,,,,
worried,travel,,,,,,,,
hate,travel,,,,,,,,
love,travel,,,,,,,,
indifferent,travel,,,,,,,,
hate,travel,,,,,,,,
disgust,food,,,,,,,,
scared,food,,,,,,,,
heart,food,,,,,,,,
love,food,,,,,,,,
love,food,,,,,,,,
want,food,,,,,,,,
scared,food,,,,,,,,
cherish,food,,,,,,,,
cherish,food,,,,,,,,
love,food,,,,,,,,
super love,food,,,,,,,,
disgust,food,,,,,,,,
want,food,,,,,,,,
like,food,,,,,,,,
super love,food,,,,,,,,
intrigued,food,,,,,,,,
worried,food,,,,,,,,
worried,food,,,,,,,,
heart,food,,,,,,,,
disgust,food,,,,,,,,
love,food,,,,,,,,
adore,food,,,,,,,,
dislike,food,,,,,,,,
indifferent,food,,,,,,,,
worried,food,,,,,,,,
want,food,,,,,,,,
hate,food,,,,,,,,
want,food,,,,,,,,
peeking,food,,,,,,,,
super love,food,,,,,,,,
scared,food,,,,,,,,
like,food,,,,,,,,
like,food,,,,,,,,
peeking,food,,,,,,,,
dislike,food,,,,,,,,
intrigued,food,,,,,,,,
peeking,food,,,,,,,,
heart,food,,,,,,,,
indifferent,food,,,,,,,,
hate,food,,,,,,,,
worried,studying,,,,,,,,
heart,studying,,,,,,,,
want,studying,,,,,,,,
intrigued,studying,,,,,,,,
disgust,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
want,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
love,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
love,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
like,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
like,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
love,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
cherish,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
adore,culture,,,,,,,,
like,culture,,,,,,,,
like,culture,,,,,,,,
want,culture,,,,,,,,
indifferent,culture,,,,,,,,
adore,culture,,,,,,,,
intrigued,culture,,,,,,,,
indifferent,culture,,,,,,,,
heart,culture,,,,,,,,
want,culture,,,,,,,,
love,culture,,,,,,,,
super love,culture,,,,,,,,
super love,culture,,,,,,,,
heart,culture,,,,,,,,
dislike,culture,,,,,,,,
cherish,culture,,,,,,,,
peeking,culture,,,,,,,,
scared,culture,,,,,,,,
cherish,culture,,,,,,,,
indifferent,culture,,,,,,,,
hate,culture,,,,,,,,
indifferent,culture,,,,,,,,
heart,culture,,,,,,,,
disgust,culture,,,,,,,,
hate,culture,,,,,,,,
want,culture,,,,,,,,
heart,culture,,,,,,,,
intrigued,culture,,,,,,,,
interested,culture,,,,,,,,
adore,culture,,,,,,,,
peeking,culture,,,,,,,,
dislike,culture,,,,,,,,
indifferent,culture,,,,,,,,
like,culture,,,,,,,,
intrigued,culture,,,,,,,,
peeking,culture,,,,,,,,
heart,culture,,,,,,,,
love,culture,,,,,,,,
love,culture,,,,,,,,
peeking,culture,,,,,,,,
cherish,culture,,,,,,,,
love,culture,,,,,,,,
heart,culture,,,,,,,,
scared,science,,,,,,,,
cherish,science,,,,,,,,
indifferent,science,,,,,,,,
worried,science,,,,,,,,
hate,science,,,,,,,,
like,science,,,,,,,,
peeking,science,,,,,,,,
indifferent,science,,,,,,,,
want,science,,,,,,,,
love,science,,,,,,,,
interested,science,,,,,,,,
worried,science,,,,,,,,
scared,science,,,,,,,,
hate,science,,,,,,,,
adore,science,,,,,,,,
disgust,science,,,,,,,,
worried,science,,,,,,,,
hate,science,,,,,,,,
interested,science,,,,,,,,
peeking,science,,,,,,,,
scared,science,,,,,,,,
peeking,science,,,,,,,,
peeking,science,,,,,,,,
adore,science,,,,,,,,
want,science,,,,,,,,
like,animals,,,,,,,,
indifferent,animals,,,,,,,,
want,animals,,,,,,,,
intrigued,animals,,,,,,,,
indifferent,animals,,,,,,,,
heart,animals,,,,,,,,
hate,animals,,,,,,,,
heart,animals,,,,,,,,
heart,animals,,,,,,,,
dislike,animals,,,,,,,,
love,animals,,,,,,,,
want,animals,,,,,,,,
hate,animals,,,,,,,,
cherish,animals,,,,,,,,
love,animals,,,,,,,,
super love,animals,,,,,,,,
like,animals,,,,,,,,
heart,animals,,,,,,,,
like,animals,,,,,,,,
disgust,animals,,,,,,,,
love,animals,,,,,,,,
love,animals,,,,,,,,
heart,animals,,,,,,,,
intrigued,animals,,,,,,,,
super love,animals,,,,,,,,
scared,animals,,,,,,,,
peeking,animals,,,,,,,,
peeking,animals,,,,,,,,
peeking,animals,,,,,,,,
want,animals,,,,,,,,
disgust,animals,,,,,,,,
heart,animals,,,,,,,,
scared,animals,,,,,,,,
want,animals,,,,,,,,
adore,animals,,,,,,,,
want,animals,,,,,,,,
super love,animals,,,,,,,,
heart,animals,,,,,,,,
dislike,animals,,,,,,,,
cherish,animals,,,,,,,,
peeking,culture,,,,,,,,
peeking,culture,,,,,,,,
indifferent,culture,,,,,,,,
interested,culture,,,,,,,,
love,culture,,,,,,,,
peeking,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
like,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
love,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
love,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
want,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
like,public speaking,,,,,,,,
want,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
adore,science,,,,,,,,
interested,science,,,,,,,,
worried,science,,,,,,,,
scared,science,,,,,,,,
disgust,science,,,,,,,,
disgust,science,,,,,,,,
hate,science,,,,,,,,
cherish,science,,,,,,,,
want,science,,,,,,,,
disgust,science,,,,,,,,
want,science,,,,,,,,
interested,science,,,,,,,,
love,science,,,,,,,,
indifferent,science,,,,,,,,
worried,science,,,,,,,,
super love,science,,,,,,,,
peeking,science,,,,,,,,
adore,science,,,,,,,,
like,science,,,,,,,,
want,science,,,,,,,,
super love,science,,,,,,,,
interested,science,,,,,,,,
disgust,science,,,,,,,,
adore,science,,,,,,,,
intrigued,science,,,,,,,,
want,science,,,,,,,,
intrigued,science,,,,,,,,
like,science,,,,,,,,
dislike,science,,,,,,,,
want,science,,,,,,,,
hate,science,,,,,,,,
intrigued,science,,,,,,,,
indifferent,science,,,,,,,,
like,science,,,,,,,,
adore,science,,,,,,,,
disgust,science,,,,,,,,
disgust,science,,,,,,,,
scared,tennis,,,,,,,,
heart,tennis,,,,,,,,
scared,tennis,,,,,,,,
disgust,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
super love,tennis,,,,,,,,
dislike,tennis,,,,,,,,
peeking,tennis,,,,,,,,
hate,tennis,,,,,,,,
dislike,tennis,,,,,,,,
worried,tennis,,,,,,,,
disgust,tennis,,,,,,,,
hate,tennis,,,,,,,,
heart,tennis,,,,,,,,
dislike,tennis,,,,,,,,
interested,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
disgust,tennis,,,,,,,,
dislike,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
like,tennis,,,,,,,,
like,tennis,,,,,,,,
hate,tennis,,,,,,,,
dislike,tennis,,,,,,,,
love,tennis,,,,,,,,
adore,tennis,,,,,,,,
like,tennis,,,,,,,,
heart,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
love,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
heart,tennis,,,,,,,,
cherish,tennis,,,,,,,,
disgust,animals,,,,,,,,
scared,animals,,,,,,,,
interested,animals,,,,,,,,
intrigued,animals,,,,,,,,
worried,animals,,,,,,,,
indifferent,animals,,,,,,,,
adore,animals,,,,,,,,
disgust,animals,,,,,,,,
super love,animals,,,,,,,,
super love,animals,,,,,,,,
interested,animals,,,,,,,,
peeking,animals,,,,,,,,
intrigued,animals,,,,,,,,
want,animals,,,,,,,,
adore,animals,,,,,,,,
cherish,animals,,,,,,,,
peeking,animals,,,,,,,,
adore,animals,,,,,,,,
scared,animals,,,,,,,,
like,animals,,,,,,,,
hate,animals,,,,,,,,
peeking,animals,,,,,,,,
like,animals,,,,,,,,
peeking,animals,,,,,,,,
peeking,animals,,,,,,,,
dislike,animals,,,,,,,,
intrigued,animals,,,,,,,,
love,animals,,,,,,,,
like,animals,,,,,,,,
hate,animals,,,,,,,,
want,animals,,,,,,,,
indifferent,animals,,,,,,,,
want,animals,,,,,,,,
scared,animals,,,,,,,,
heart,studying,,,,,,,,
cherish,studying,,,,,,,,
love,studying,,,,,,,,
worried,studying,,,,,,,,
scared,studying,,,,,,,,
super love,studying,,,,,,,,
super love,studying,,,,,,,,
hate,studying,,,,,,,,
super love,studying,,,,,,,,
adore,studying,,,,,,,,
dislike,studying,,,,,,,,
indifferent,studying,,,,,,,,
worried,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
adore,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
dislike,tennis,,,,,,,,
want,tennis,,,,,,,,
peeking,tennis,,,,,,,,
indifferent,cooking,,,,,,,,
heart,cooking,,,,,,,,
peeking,cooking,,,,,,,,
interested,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
disgust,cooking,,,,,,,,
super love,cooking,,,,,,,,
scared,animals,,,,,,,,
cherish,animals,,,,,,,,
worried,animals,,,,,,,,
want,animals,,,,,,,,
disgust,animals,,,,,,,,
cherish,animals,,,,,,,,
peeking,animals,,,,,,,,
love,animals,,,,,,,,
adore,animals,,,,,,,,
scared,animals,,,,,,,,
indifferent,animals,,,,,,,,
peeking,animals,,,,,,,,
love,animals,,,,,,,,
scared,animals,,,,,,,,
disgust,animals,,,,,,,,
like,animals,,,,,,,,
cherish,animals,,,,,,,,
hate,animals,,,,,,,,
like,animals,,,,,,,,
cherish,animals,,,,,,,,
heart,animals,,,,,,,,
worried,animals,,,,,,,,
want,animals,,,,,,,,
indifferent,animals,,,,,,,,
scared,animals,,,,,,,,
peeking,animals,,,,,,,,
hate,animals,,,,,,,,
cherish,animals,,,,,,,,
love,animals,,,,,,,,
peeking,animals,,,,,,,,
heart,animals,,,,,,,,
scared,animals,,,,,,,,
worried,animals,,,,,,,,
disgust,animals,,,,,,,,
heart,animals,,,,,,,,
like,animals,,,,,,,,
like,animals,,,,,,,,
dislike,animals,,,,,,,,
worried,animals,,,,,,,,
adore,animals,,,,,,,,
adore,animals,,,,,,,,
love,animals,,,,,,,,
love,animals,,,,,,,,
intrigued,animals,,,,,,,,
interested,animals,,,,,,,,
heart,animals,,,,,,,,
super love,veganism,,,,,,,,
interested,veganism,,,,,,,,
cherish,veganism,,,,,,,,
peeking,veganism,,,,,,,,
scared,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
adore,soccer,,,,,,,,
scared,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
scared,soccer,,,,,,,,
hate,soccer,,,,,,,,
hate,soccer,,,,,,,,
scared,soccer,,,,,,,,
scared,soccer,,,,,,,,
interested,soccer,,,,,,,,
dislike,soccer,,,,,,,,
hate,soccer,,,,,,,,
dislike,tennis,,,,,,,,
dislike,tennis,,,,,,,,
like,tennis,,,,,,,,
like,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
interested,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
heart,tennis,,,,,,,,
disgust,tennis,,,,,,,,
adore,tennis,,,,,,,,
worried,tennis,,,,,,,,
interested,tennis,,,,,,,,
want,tennis,,,,,,,,
worried,tennis,,,,,,,,
hate,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
hate,tennis,,,,,,,,
interested,tennis,,,,,,,,
super love,tennis,,,,,,,,
like,tennis,,,,,,,,
scared,tennis,,,,,,,,
heart,tennis,,,,,,,,
disgust,tennis,,,,,,,,
interested,tennis,,,,,,,,
interested,tennis,,,,,,,,
disgust,tennis,,,,,,,,
worried,tennis,,,,,,,,
like,tennis,,,,,,,,
interested,tennis,,,,,,,,
super love,tennis,,,,,,,,
cherish,tennis,,,,,,,,
dislike,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
heart,tennis,,,,,,,,
hate,tennis,,,,,,,,
love,tennis,,,,,,,,
heart,tennis,,,,,,,,
disgust,tennis,,,,,,,,
hate,tennis,,,,,,,,
like,tennis,,,,,,,,
interested,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
want,travel,,,,,,,,
heart,travel,,,,,,,,
peeking,travel,,,,,,,,
adore,travel,,,,,,,,
like,travel,,,,,,,,
cherish,travel,,,,,,,,
worried,travel,,,,,,,,
disgust,travel,,,,,,,,
like,travel,,,,,,,,
like,travel,,,,,,,,
want,travel,,,,,,,,
cherish,travel,,,,,,,,
love,travel,,,,,,,,
peeking,travel,,,,,,,,
adore,travel,,,,,,,,
intrigued,travel,,,,,,,,
super love,travel,,,,,,,,
heart,travel,,,,,,,,
worried,travel,,,,,,,,
peeking,travel,,,,,,,,
super love,travel,,,,,,,,
heart,travel,,,,,,,,
love,travel,,,,,,,,
intrigued,travel,,,,,,,,
intrigued,travel,,,,,,,,
dislike,travel,,,,,,,,
adore,travel,,,,,,,,
dislike,travel,,,,,,,,
like,travel,,,,,,,,
like,travel,,,,,,,,
intrigued,travel,,,,,,,,
want,travel,,,,,,,,
hate,travel,,,,,,,,
want,travel,,,,,,,,
want,travel,,,,,,,,
indifferent,travel,,,,,,,,
intrigued,travel,,,,,,,,
like,travel,,,,,,,,
hate,food,,,,,,,,
want,food,,,,,,,,
worried,food,,,,,,,,
love,education,,,,,,,,
adore,education,,,,,,,,
love,education,,,,,,,,
indifferent,education,,,,,,,,
interested,education,,,,,,,,
disgust,education,,,,,,,,
hate,education,,,,,,,,
dislike,education,,,,,,,,
hate,education,,,,,,,,
peeking,education,,,,,,,,
dislike,education,,,,,,,,
cherish,education,,,,,,,,
hate,education,,,,,,,,
love,education,,,,,,,,
worried,education,,,,,,,,
scared,education,,,,,,,,
scared,education,,,,,,,,
want,education,,,,,,,,
dislike,education,,,,,,,,
disgust,education,,,,,,,,
heart,education,,,,,,,,
love,education,,,,,,,,
adore,education,,,,,,,,
love,education,,,,,,,,
scared,education,,,,,,,,
dislike,education,,,,,,,,
peeking,education,,,,,,,,
heart,education,,,,,,,,
want,animals,,,,,,,,
dislike,animals,,,,,,,,
heart,animals,,,,,,,,
want,animals,,,,,,,,
intrigued,animals,,,,,,,,
heart,animals,,,,,,,,
heart,animals,,,,,,,,
worried,animals,,,,,,,,
disgust,animals,,,,,,,,
love,animals,,,,,,,,
adore,animals,,,,,,,,
love,animals,,,,,,,,
adore,animals,,,,,,,,
adore,animals,,,,,,,,
cherish,animals,,,,,,,,
love,animals,,,,,,,,
worried,animals,,,,,,,,
worried,animals,,,,,,,,
disgust,animals,,,,,,,,
want,animals,,,,,,,,
interested,animals,,,,,,,,
scared,animals,,,,,,,,
disgust,animals,,,,,,,,
hate,animals,,,,,,,,
dislike,animals,,,,,,,,
like,animals,,,,,,,,
scared,animals,,,,,,,,
worried,animals,,,,,,,,
adore,animals,,,,,,,,
disgust,animals,,,,,,,,
